date,session_key,pressure,meeting_key,track_temperature,wind_direction,wind_speed,rainfall,air_temperature,humidity
2025-05-25T14:11:19.640000+00:00,9979,1016.5,1261,42.1,70,0.8,0,22.4,55.0
2025-05-25T14:12:19.638000+00:00,9979,1016.5,1261,42.2,239,0.8,0,22.5,55.0
2025-05-25T14:13:19.665000+00:00,9979,1016.6,1261,42.2,331,1.0,0,22.4,54.0
2025-05-25T14:14:19.651000+00:00,9979,1016.5,1261,42.2,245,1.1,0,22.5,54.0
2025-05-25T14:15:19.663000+00:00,9979,1016.5,1261,42.9,225,0.7,0,22.5,53.0
2025-05-25T14:16:19.659000+00:00,9979,1016.4,1261,42.9,195,0.7,0,22.6,53.0
2025-05-25T14:17:19.682000+00:00,9979,1016.5,1261,43.9,348,1.3,0,22.6,53.0
2025-05-25T14:18:19.686000+00:00,9979,1016.5,1261,43.9,196,0.8,0,22.7,51.0
2025-05-25T14:19:19.700000+00:00,9979,1016.5,1261,43.9,4,1.1,0,22.8,50.0
2025-05-25T14:20:19.687000+00:00,9979,1016.5,1261,42.2,0,1.0,0,22.6,52.0
2025-05-25T14:21:19.703000+00:00,9979,1016.4,1261,42.2,0,0.6,0,22.5,52.0
2025-05-25T14:22:19.681000+00:00,9979,1016.4,1261,42.5,324,0.0,0,22.5,52.0
2025-05-25T14:23:19.694000+00:00,9979,1016.4,1261,42.5,201,1.0,0,22.5,52.0
2025-05-25T14:24:19.689000+00:00,9979,1016.3,1261,43.0,147,0.4,0,22.6,51.0
2025-05-25T14:25:19.690000+00:00,9979,1016.4,1261,43.0,179,0.8,0,22.7,50.0
2025-05-25T14:26:19.713000+00:00,9979,1016.4,1261,42.8,65,1.0,0,22.8,49.0
2025-05-25T14:27:19.708000+00:00,9979,1016.5,1261,42.8,197,1.0,0,22.8,48.0
2025-05-25T14:28:19.703000+00:00,9979,1016.4,1261,43.1,0,1.0,0,22.7,48.0
2025-05-25T14:29:19.718000+00:00,9979,1016.4,1261,42.7,314,0.8,0,22.6,48.0
2025-05-25T14:30:19.699000+00:00,9979,1016.3,1261,42.7,0,0.9,0,22.5,49.0
2025-05-25T14:31:19.709000+00:00,9979,1016.5,1261,41.7,195,0.4,0,22.5,50.0
2025-05-25T14:32:19.703000+00:00,9979,1016.3,1261,41.3,0,1.5,0,22.4,51.0
2025-05-25T14:33:19.711000+00:00,9979,1016.4,1261,41.8,0,0.4,0,22.4,51.0
2025-05-25T14:34:19.711000+00:00,9979,1016.2,1261,42.6,0,0.8,0,22.5,51.0
2025-05-25T14:35:19.706000+00:00,9979,1016.3,1261,42.2,198,0.6,0,22.5,50.0
2025-05-25T14:36:19.721000+00:00,9979,1016.3,1261,42.3,182,1.9,0,22.5,51.0
2025-05-25T14:37:19.711000+00:00,9979,1016.3,1261,42.7,185,1.4,0,22.6,50.0
2025-05-25T14:38:19.708000+00:00,9979,1016.3,1261,42.0,151,1.2,0,22.5,50.0
2025-05-25T14:39:19.705000+00:00,9979,1016.3,1261,41.8,242,1.6,0,22.3,51.0
2025-05-25T14:40:19.717000+00:00,9979,1016.3,1261,41.6,169,1.5,0,22.3,51.0
2025-05-25T14:41:19.718000+00:00,9979,1016.2,1261,41.3,203,1.5,0,22.2,52.0
2025-05-25T14:42:19.722000+00:00,9979,1016.2,1261,41.3,185,0.9,0,22.3,51.0
2025-05-25T14:43:19.722000+00:00,9979,1016.2,1261,41.9,195,1.5,0,22.4,50.0
2025-05-25T14:44:19.722000+00:00,9979,1016.2,1261,41.7,264,1.0,0,22.4,50.0
2025-05-25T14:45:19.707000+00:00,9979,1016.2,1261,41.4,192,1.5,0,22.4,51.0
2025-05-25T14:46:19.712000+00:00,9979,1016.2,1261,41.6,159,0.8,0,22.5,50.0
